T2_panel0,T_panel0,T2_panel1,T_panel1,T2_panel2,T_panel2,T2_ld0,T_ld0,T2_ld1,T_ld1,T2_ld2,T_ld2
-0.000490198,0.010010689,-0.0003303,5.06632E-05,0.000265624,0.001878477,-0.004317403,0.12858388,-0.004968839,0.17375848,0.003789163,0.057554383
-0.000708645,0.020699069,-0.000415482,0.009150641,0.000227571,0.000971047,-0.001642719,0.040166143,-0.003077133,0.12717071,0.00073526,0.052285869
-0.000511648,0.016813252,-0.000788998,0.020625083,0.000177483,-9.66109E-05,-0.002184873,0.067593567,-0.00495124,0.16532896,0.000611054,0.053197421
-0.000228956,0.004799383,-0.000547948,0.01277877,0.000454412,-0.000203084,-0.002207094,0.034417909,-0.003470093,0.12875056,0.001881793,-0.00122446
-0.000316741,0.010582347,-0.000452571,0.013774865,0.000301583,0.000316348,-0.000407938,0.027046897,-0.00273373,0.13426539,0.000280539,0.087345771
-0.00071305,0.024821253,-0.00076258,0.018153619,0.000115978,0.001407115,-0.002581341,0.060461912,-0.000200104,0.01993843,-0.000954304,0.052234147
-0.000481318,0.016042352,-0.000883836,0.010965436,0.000141711,0.001278144,-0.003166403,0.092285149,-0.003614829,0.13294668,-7.07185E-05,0.051583398
-0.000230685,0.006419827,-0.00029176,0.004476397,0.000231786,0.00501712,5.26074E-05,-0.062441025,-0.005297493,0.1829519,0.000607326,0.055143051
-0.0001935,0.008345923,-0.000176276,0.001022695,0.000358228,0.000397366,-0.003313381,0.13939178,-0.006180865,0.20828801,0.001878765,0.012294503
-0.000616225,0.012912553,-0.000444688,0.006236639,0.000251673,0.000988055,-0.006423959,0.14957865,-0.007293667,0.19409485,0.00058125,0.0432228
-9.07369E-05,-0.000150398,-0.000456586,0.016709594,0.000501724,-0.002801869,0.001867555,-0.060195081,0.000382948,0.015674839,0.002738201,0.032134715
-0.000172062,0.003071168,-0.000803957,0.018748976,0.000199733,0.00070119,0.000876777,-0.076369941,-0.00388056,0.1575328,0.000737467,0.015748573
-0.000491362,0.0126685,-0.001502311,0.035915341,6.2323E-05,0.00485042,0.000864283,0.01154771,-0.001522906,0.11470757,0.001469068,0.05949473
-0.000391969,0.00801174,-0.000407915,0.008116804,0.000347216,0.002036685,-0.004950547,0.17694394,-0.00457008,0.26854518,0.002520238,0.068751559
-0.00085934,0.026274664,-0.000646152,0.017854812,0.000354844,-0.004966924,-0.003965979,0.12808323,-0.003305904,0.10599128,0.000660761,0.030714141
-0.000656972,0.022822218,-0.000308099,0.008291753,0.000156296,0.002124818,0.000627107,-0.053842381,-0.003210909,0.1092018,5.81272E-05,0.047586072
-0.000394042,0.011109806,-0.000587336,0.013091502,0.000562484,-0.003905089,-0.002127035,0.020541575,-0.005362975,0.2032423,0.004431512,-0.035187438
-0.000849768,0.029137695,-0.000462959,0.015553397,0.000266241,0.002843434,-0.0018051,0.040276643,-0.004906268,0.14818417,0.000713786,0.065743655
-0.000593269,0.019042494,-0.000608488,0.015123481,0.000245009,0.003605706,-0.003567641,0.092672981,-0.005031225,0.16355123,-0.0001986,0.082437553
-0.00017518,0.005189088,-0.000397446,0.008047856,0.000117684,0.004359882,-0.000526469,-0.02471254,-0.004815294,0.15549381,5.73464E-05,0.040860027
-0.000313408,0.005653316,-0.000736726,0.010390314,0.000163738,0.001341804,-0.001722088,-0.015527202,-0.010358398,0.22798049,-0.000773471,0.027557487
-0.000173027,-0.004647817,-0.000234463,0.007574013,0.000283375,-0.002701372,0.002494565,-0.18553735,-0.003269367,0.14344932,0.001888248,-0.022713622
-0.000589045,0.02108459,-0.000209309,0.011053529,0.00024362,0.006814357,-0.002208582,0.10415576,-0.005028529,0.20826516,0.004202127,0.014237101
-0.000500998,0.018371185,-0.000481882,0.013080047,0.000352729,0.002835725,-0.002150934,0.046205342,-0.005401632,0.16366997,0.002151757,0.056168713
-0.000326275,0.00784544,-0.000501566,0.008287399,0.000202114,0.001970922,-0.00221124,0.050523039,-0.003346199,0.12880392,0.000431606,0.035992052
-0.000334739,0.006115276,-0.001050904,0.023833783,0.000314976,0.000701976,-0.002707408,0.023929533,-0.008611428,0.32723469,0.003758692,0.033970416
