T2_panel0,T_panel0,T2_panel1,T_panel1,T2_panel2,T_panel2,dT2_panel0,dT_panel0,dT2_panel1,dT_panel1,dT2_panel2,dT_panel2,T2_d0,T_d0,T2_d1,T_d1,T2_d2,T_d2
-.0006984825,.021325761,-.0007704476,.015899433,.0005695367,.0018146404,.00055529195,-.020554351,.0011569371,-.015943555,-.00045093917,-.0011057919,.0050115152,-.20001309,.014317669,-.36976984,.007510128,-.075473718
-.00033904347,.010139056,-.0006291382,.015434907,.00027199383,.0020399413,.00024432418,-.011298259,.000058574038,-.001880834,-.00038224526,.00044982432,-.00060310197,.022278903,-.0039452678,.078919768,.0026623989,-.0014786143
-.00023186322,.0064298883,-.00073237857,.010630122,.00025368633,.00011369909,.00011414516,-.0059414189,.00020357269,.0020549358,-.00033193413,.0013065588,.0033756869,-.087957993,-.0054539135,.10029343,.0015693946,.044209812
-.00038382481,.0080272183,-.0018197835,.023805453,.000015649584,.0036949343,.00062930858,-.019776858,.0017078777,-.017889567,-.00013984606,-.0022486516,-.00032551153,.036504708,-.0025555417,-.044546165,.000030829746,.040275674
-.00081311184,.023710292,-.00049726828,.013817452,.00037613671,-.0028509691,.00047033007,-.014376437,.000019611911,-.001533458,-.00030565695,-.001032684,.0050514145,-.11133687,-.00052432873,.097086757,.007877944,-.10969869
-.00025038901,.0067319232,-.00037401289,.0098125376,.00045545719,-.0034936506,.0001256644,-.0060981442,-.000016357379,.0020315144,-.00023659943,-.0012581457,.0024923459,.010702878,.00068400544,.027260588,.0045000277,-.078132279
-.00067806232,.024157079,-.0009942092,.020841246,.00020290499,.0019858603,.00037510865,-.015571418,.00063635589,-.0073484271,-.00029729266,-.00050484564,-.0025181288,.16650888,-.0045178323,.1202027,-.0021281037,.084121786
-.00028348193,.0058433725,-.00053574005,.010523307,.00041550255,-.00042350509,.00021183351,-.010195555,.00015620592,.0020782631,-.0004226848,.0032817719,.0088701062,-.3580119,.0068462365,-.081888869,.0055514802,.080221534
-.0005877986,.016420405,-.00048576025,.0096628368,.00020264924,.0044601685,.000079382946,-.0091695916,.000017592472,.0013313584,-.00029497803,-.00041060295,.0032217321,-.11840295,.0022993328,-.018062143,.003199178,.11243213
-.00063111266,.015227461,-.0003717418,.012600339,.00044153232,-.00063626526,.00043959197,-.0160913,-.00039219891,.0072584823,-.00039525115,.00044302159,-.010536326,.43277723,-.0093484996,.33191788,.00042730407,.079933763
-.00063991267,.012996878,-.00065956061,.0099986559,.00014490529,.003599474,.00041631947,-.0097318897,.000077256176,.0027009919,-1.1300405e-06,-.0037616827,-.0010031732,.098056346,.0015812316,.0095254844,.0018308634,.0675577
-.000049663347,-.0014898269,-.00037536482,.0074643735,.00028630157,.0029587725,.00027486598,-.007175345,-.00019214467,.0060564461,-.00030443291,.00073789473,.005380895,-.26632938,.0022365954,-.083983265,-.0004472516,.087648615
-.0003516748,.013169928,-.0004819794,.011721955,.00031394511,.00013905503,.00031552676,-.015190352,-.00025176778,.0045117694,-.00041009343,.0030965712,-.0031112244,.21753444,.0036023031,-.075094506,.0033729854,.016923044
-.00032128382,.011193261,-.0012085048,.024417462,.00032716958,-.00040398608,.000031471227,-.0054431083,.00076816313,-.010612656,-.00036247005,-.0014463331,.0012748375,.14710449,-.012301292,.30086681,-.00094299408,.045901366
-.00072037039,.022278195,-.00030825313,.014406132,.00053225091,-.0044925963,.0004035446,-.019725556,-.00021292988,-2.4934352e-06,-.00041348001,.00028836308,-.0062685758,.28199652,-.0022148977,.14083222,.00013308937,.094789758
-.00031295762,.0048639118,-.00030472846,.0075594517,.00051805942,-.003209735,.00036129277,-.014127087,.00013718131,-.00032543004,-.00042040355,.0010383863,.0088044116,-.33080608,.0062691262,-.15956599,.0066180369,-.10599914
-.00064285204,.017479073,-.00035638374,.0085694212,.00028196455,.0039893375,.00032363276,-.013678726,-1.3878418e-06,.0020741713,-.00025233976,-.0044328449,-.00027332531,.086063512,.0048745973,-.030734336,.0030364157,.066358224
-.00017525084,.0052110995,-.00065528892,.016020784,.00025365868,-.0053070881,.000073535412,-.0051978319,.000051196417,.00080389157,-.000053863238,-.0012210646,.0073978519,-.30715609,.002215931,.050910994,.0054102442,-.091819063
-.00020974998,.0087458845,-.00060351286,.0097119408,.00054471038,-.0034553574,.00028133596,-.015689645,-.00044720311,.010864924,-.00029080617,-.0033787973,.0045423266,-.14562525,.0093219476,-.22395431,.0089999316,-.11747479
-.00035273406,.0084861713,-.00052848877,.010395197,.00018537111,.00052079378,.00025220728,-.013489556,.00010139436,.0010021459,-.00018105276,-.0009997593,.000053414282,.021807952,-.0003500579,-.014445944,.00047185435,.00060068938
-.00010550317,.0017043634,-.0005816656,.0085623963,.00031813441,.0040055308,.00011815553,-.0087739015,-.000075482392,.0060715708,-.00027141761,-.00084395049,.0071636955,-.22949533,.0040562917,-.1522166,.0017537,.026793366
