T2_panel0,T_panel0,T2_panel1,T_panel1,T2_panel2,T_panel2,T2_ld0,T_ld0,T2_ld1,T_ld1,T2_ld2,T_ld2
-0.000341686,0.006532379,-0.000825349,0.02124407,0.00019066,-0.004430349,-0.003832372,0.04156724,-0.004814819,0.19386746,0.00293653,0.018524228
-0.000385395,0.008498157,-0.001099992,0.025722578,0.000133492,0.001488305,-0.003871884,0.030659184,-0.004105877,0.20701094,0.001322344,0.02803364
-0.000176084,0.004411966,-0.000943179,0.020023758,0.000337019,0.004881592,-0.005369625,0.12793234,-0.004924947,0.20006035,0.002434827,0.089212254
-0.000157184,0.006923604,-0.001674158,0.02970711,0.000746588,-0.012360456,-0.003589042,0.10084303,-0.007452033,0.27362695,0.002579124,0.00286555
-0.000662348,0.019781329,-0.000728652,0.024189224,0.000353906,-0.006663437,-0.004450942,0.028714288,-0.004938489,0.20672868,0.001339664,0.057938378
-0.000300977,0.004284832,-0.001877877,0.030359017,-0.00018177,-0.000822942,-0.005783974,0.040363077,-0.00639631,0.19487688,0.001986594,0.067099482
-0.000260006,0.00961766,-0.001142854,0.025295757,0.00029529,-0.005792356,-0.002565405,0.036605623,-0.002911269,0.13651301,0.002375479,-0.012043912
-0.000179691,0.014213951,-0.001062551,0.024091719,-9.97E-07,0.00021663,-0.005493667,0.14148061,-0.00043591,0.12217371,0.003043948,0.12809071
-0.000440859,0.009742731,-0.000770813,0.022036495,0.000292878,-0.000324813,-0.003569525,0.052429225,-0.003483447,0.15060619,0.002736131,0.065619506
-0.000817051,0.025091561,-0.000819323,0.025035631,0.000133346,-0.001406783,-0.004433526,0.082657412,-0.002457822,0.17141256,-0.000251427,0.14611982
-0.00063212,0.018757753,-0.001660881,0.032329161,-0.000161485,-0.001308829,-0.004323539,0.023444599,-0.006798568,0.24458534,0.004087964,0.048619408
-4.24E-05,0.011400247,-0.000581839,0.020445535,0.000199889,-0.001690385,-0.004045637,0.11690108,-0.003119124,0.14359722,0.002062657,0.094194718
-0.000336691,0.019572528,-0.000981831,0.023388524,6.16668E-05,-0.002660044,-0.005270472,0.14648192,-0.004765886,0.23375237,0.002268034,0.10753175
-0.000643954,0.019237479,-0.001492019,0.031305786,-7.43E-05,-0.001554596,-0.001910142,0.007443276,-0.00667477,0.26679277,0.001626586,0.13234399
-0.000312435,0.011218059,-0.001119222,0.03002277,-1.64E-05,0.000613715,-0.004163641,-4.32E-05,-0.00616913,0.25297242,0.000538609,0.10908742
-0.000407091,0.005460753,-0.000806496,0.022320626,0.000185359,0.000355606,-0.003923975,0.1121233,-0.007870044,0.26155713,-0.001593503,0.1487754
-0.000293151,0.020722464,-0.001249787,0.028854288,-4.94E-06,-0.000878556,-0.001875336,0.012754085,-0.003731309,0.19488241,0.005868449,0.025151799
-0.000876511,0.034569316,-0.000759879,0.030527184,0.000447361,0.001228948,-0.003153088,-0.009348875,-0.002777818,0.16491082,0.001718165,0.02016216
-0.000336459,0.01770027,-0.000974227,0.018842259,0.000104476,-0.001593627,-0.005725633,0.10714604,-0.004382175,0.16913217,0.001573118,0.059286579
-0.00014486,0.007282911,-0.001183088,0.017646318,-2.64E-05,-0.002950492,-0.003781094,0.011066187,-0.005878969,0.20957117,0.001830911,0.019250259
