country,ISO_Code,year,,gdp_k,gdp_b,gdp,edu,pop,tem,pre,tem_era,pre_era
Afghanistan,AFG,1990,AFG1990,,,1341.6,1.445444444,24.823,10.93263672,0.4410933,9.154013291,0.477234789
Afghanistan,AFG,1991,AFG1991,,,1254.2,1.541666667,26.598,10.2400867,0.540531801,8.053526019,0.628492675
Afghanistan,AFG,1992,AFG1992,,,1106.5,1.541666667,28.971,9.959341311,0.504499012,7.923169842,0.582047329
Afghanistan,AFG,1993,AFG1993,,,1022.4,1.638,31.635,10.39821098,0.399551756,8.514915094,0.437066823
Afghanistan,AFG,1994,AFG1994,,,911.7,1.734333333,34.152,10.42368211,0.439935764,8.512255897,0.504706708
Afghanistan,AFG,1995,AFG1995,,,883.3,1.830777778,36.222,10.32193566,0.403399787,8.437853411,0.450694342
Afghanistan,AFG,1996,AFG1996,,,868.4,1.830777778,37.706,10.17631221,0.421811865,8.46141217,0.452973528
Afghanistan,AFG,1997,AFG1997,,,886.1,1.927,38.714,9.976777758,0.430270024,8.288374745,0.528251184
Afghanistan,AFG,1998,AFG1998,,,867.2,1.927,39.476,10.63586454,0.481017243,9.556251362,0.502570319
Afghanistan,AFG,1999,AFG1999,,,910.2,2.023444444,40.342,11.44774729,0.402991448,9.438237138,0.437269026
Afghanistan,AFG,2000,AFG2000,,,987.1,2.119777778,41.56,11.10591394,0.315559318,9.519865214,0.290527391
Afghanistan,AFG,2001,AFG2001,,,1039.5,2.119777778,43.214,11.30936477,0.296996934,10.15528912,0.290699446
Afghanistan,AFG,2002,AFG2002,,,1088,2.216222222,45.202,11.14264282,0.396333657,9.779479561,0.398083136
Afghanistan,AFG,2003,AFG2003,,0.0407527,1126.4,2.312444444,47.362,10.6096164,0.448398085,9.123090644,0.45417019
Afghanistan,AFG,2004,AFG2004,,-0.0278005,1090.2,2.408888889,49.454,11.47176835,0.398666065,10.04295371,0.40340002
Afghanistan,AFG,2005,AFG2005,,0.0714752,1167.4,2.505333333,51.308,10.65733176,0.480637863,8.552603679,0.4651751
Afghanistan,AFG,2006,AFG2006,,0.0235347,1193.9,2.601555556,52.866,11.35348028,0.481214095,9.952957153,0.466616083
Afghanistan,AFG,2007,AFG2007,,0.1011208,1321.5,2.794222222,54.201,11.09196956,0.412130441,9.409178965,0.430899552
Afghanistan,AFG,2008,AFG2008,,0.0098878,1335.6,2.890777778,55.444,11.20242125,0.388680259,9.501291477,0.374493529
Afghanistan,AFG,2009,AFG2009,,0.1660917,1576,2.987,56.79,11.15926484,0.511107371,8.855466165,0.526095012
Afghanistan,AFG,2010,AFG2010,,0.0563808,1662.8,3.083444444,58.372,11.42706204,0.40585099,10.24725913,0.458796838
Afghanistan,AFG,2011,AFG2011,,0.0347265,1712.6,3.148888889,60.234,11.05827391,0.416509979,9.685039409,0.439658356
Afghanistan,AFG,2012,AFG2012,,0.1104296,1899.3,3.216111111,62.321,10.42945013,0.503107127,7.951634016,0.499398797
Afghanistan,AFG,2013,AFG2013,,0.0173779,1876.2,3.284888889,64.539,11.36619575,0.509456145,9.264135754,0.448787018
Afghanistan,AFG,2014,AFG2014,,,1844,3.261777778,66.741,10.85868056,0.395398614,8.695078052,0.45457764
Afghanistan,AFG,2015,AFG2015,,,1820.3,3.333333333,68.828,11.10723721,0.566925646,9.421982438,0.521285019
Afghanistan,AFG,2016,AFG2016,,,,3.333333333,70.766,11.66227245,0.507213739,10.46547583,0.418184452
Afghanistan,AFG,2017,AFG2017,,,,3.518555556,72.593,11.32968161,0.384692127,9.838570461,0.416159773
Afghanistan,AFG,2018,AFG2018,,,,3.611111111,74.343,11.77580853,0.355222293,10.13191688,0.380472782
Afghanistan,AFG,2019,AFG2019,,,,3.611111111,76.084,11.02205615,0.490039704,8.976446701,0.538425913
Albania,ALB,1990,ALB1990,,-0.1186473,51277,7.661615385,6.573,12.54970238,0.939208929,12.35155042,0.968495675
Albania,ALB,1991,ALB1991,,-0.3447925,36570.6,7.661615385,6.534,11.49667659,1.033643452,10.97915958,1.172278982
Albania,ALB,1992,ALB1992,,-0.0686592,34388.8,7.661615385,6.494,12.10029762,0.917448214,11.71539695,1.008293784
Albania,ALB,1993,ALB1993,,0.0977688,38192,7.661615385,6.454,12.01592262,1.003886905,11.75225404,1.109192826
Albania,ALB,1994,ALB1994,,0.0858738,41894.2,7.661615385,6.416,13.00287699,1.073141667,12.78767889,0.935247476
Albania,ALB,1995,ALB1995,,0.131046,48027.7,7.858384615,6.374,11.85709325,1.284500595,11.27483252,1.243169342
Albania,ALB,1996,ALB1996,,0.0933098,52928.7,8.054692308,6.335,11.60431548,1.340410714,11.36243368,1.521320861
Albania,ALB,1997,ALB1997,,-0.1013309,47560.4,8.152769231,6.297,11.83035714,0.962452976,11.57271937,0.981690394
Albania,ALB,1998,ALB1998,,0.1258526,52101.7,8.349230769,6.258,12.45843254,1.115247619,11.86417936,1.282440841
Albania,ALB,1999,ALB1999,,0.1025524,59243,8.447538462,6.217,12.6906746,1.257820238,12.21451727,1.327698587
Albania,ALB,2000,ALB2000,,0.076832,63107.5,8.644,6.178,13.01944445,0.885879167,12.22017577,0.991332567
Albania,ALB,2001,ALB2001,,0.0757573,68070.8,8.545769231,6.12,12.70109127,0.924576191,12.18533562,1.187898957
Albania,ALB,2002,ALB2002,,0.0327356,70315.9,8.840384615,6.102,12.83035714,1.200464881,12.23544234,1.280720097
Albania,ALB,2003,ALB2003,,0.0612746,73715.3,8.840384615,6.081,12.64047619,1.114394048,12.34464748,1.193459346
Albania,ALB,2004,ALB2004,,0.0636344,77283,8.938692308,6.054,12.37752976,1.179239286,11.9539008,1.527504213
Albania,ALB,2005,ALB2005,,0.0608169,81169,8.938692308,6.022,11.89821429,1.202719048,11.28081014,1.51354626
Albania,ALB,2006,ALB2006,,0.0570764,85205.6,9.001923077,5.985,12.34756944,1.146607738,11.63609443,1.118310391
Albania,ALB,2007,ALB2007,,0.066514,90055.2,8.967230769,5.939,13.01230159,1.171178572,12.68003378,1.093353767
Albania,ALB,2008,ALB2008,,0.0838562,96766.6,8.931846154,5.8933,13.13268849,1.122605952,12.52553028,1.130972201
Albania,ALB,2009,ALB2009,,0.042216,99950.9,8.994076923,5.8548,12.94196429,1.476338691,12.41240665,1.53301998
Albania,ALB,2010,ALB2010,,0.044027,104172.1,8.989153846,5.8253,12.84910714,1.487258929,12.33440305,1.936197215
Albania,ALB,2011,ALB2011,0.00341173,0.0391741,107131,9.661384615,5.8091,12.66374008,0.864047024,12.3199559,0.880849785
Albania,ALB,2012,ALB2012,0.059671958,0.0227389,108821.5,9.656538462,5.8002,13.15649802,1.133879762,12.79253097,1.39231253
Albania,ALB,2013,ALB2013,-0.057207386,0.022983,110161.9,9.653,5.7903,13.15481151,1.180576786,12.77269704,1.405267719
Albania,ALB,2014,ALB2014,0.050468723,,112480.9,9.649153846,5.7782,13.20257937,1.484219643,12.6234132,1.415595229
Albania,ALB,2015,ALB2015,,,115538.7,9.645538462,5.7611,13.12599206,1.144746429,12.79953906,1.176188335
Albania,ALB,2016,ALB2016,,,,9.641846154,5.7531,13.19375,1.244376191,12.77104636,1.571743099
Albania,ALB,2017,ALB2017,,,,9.735384615,5.7463,13.01185516,1.125654762,12.6742229,1.185432744
Albania,ALB,2018,ALB2018,,,,9.735384615,5.731,13.68268849,1.034798214,13.300078,1.565261042
Albania,ALB,2019,ALB2019,,,,9.735384615,5.7083,13.59186508,1.331594643,13.17546842,1.27243968
Algeria,DZA,1990,DZA1990,,-0.0176279,10238.9,3.440625,51.518,18.17842836,0.427043563,17.77161197,0.368669943
Algeria,DZA,1991,DZA1991,,-0.0366894,9871.5,3.63175,52.799,17.1339481,0.388102168,16.45683664,0.365585286
Algeria,DZA,1992,DZA1992,,-0.0057328,9817.5,3.823,54.056,17.21973025,0.429549388,16.41209892,0.371197786
Algeria,DZA,1993,DZA1993,,-0.0435761,9402,4.109625,55.272,17.4715846,0.296776267,17.06475071,0.263455703
Algeria,DZA,1994,DZA1994,,-0.0299582,9128.2,4.300875,56.427,18.40892993,0.342616808,17.90982187,0.283015755
Algeria,DZA,1995,DZA1995,,0.017914,9297.3,4.492,57.515,18.17043339,0.368852202,17.47544464,0.252605654
Algeria,DZA,1996,DZA1996,,0.0222726,9511.4,4.778625,58.532,17.6078431,0.478148787,16.89256152,0.411232915
Algeria,DZA,1997,DZA1997,,-0.0056829,9463,4.853428571,59.484,18.40669741,0.417935963,17.71532982,0.336736774
Algeria,DZA,1998,DZA1998,,0.0342113,9798.3,5.161125,60.387,17.86300548,0.332979772,17.4271677,0.301065356
Algeria,DZA,1999,DZA1999,,0.0168162,9970.7,5.44775,61.246,18.32389872,0.442490024,18.02862256,0.344962769
Algeria,DZA,2000,DZA2000,,0.0076919,10211.1,5.638875,62.085,18.26935168,0.252978116,17.69462358,0.208630624
Algeria,DZA,2001,DZA2001,,0.0316045,10382,5.829875,62.903,18.49893433,0.331496143,18.27894109,0.268969103
Algeria,DZA,2002,DZA2002,,0.0414238,10826.3,6.02125,63.709,18.23015787,0.346755031,17.82619537,0.287656548
Algeria,DZA,2003,DZA2003,,0.0563972,11460.9,6.224625,64.528,18.50943084,0.511499325,17.817053,0.45526727
Algeria,DZA,2004,DZA2004,,0.0283221,11799.9,6.4285,65.383,18.00919871,0.45704588,17.20379929,0.40648433
Algeria,DZA,2005,DZA2005,,0.042506,12326.8,6.632375,66.299,17.73154418,0.34510884,17.25364617,0.296958797
Algeria,DZA,2006,DZA2006,,0.0008987,12357.5,6.740125,67.282,18.5508132,0.416755742,17.95849267,0.339158576
Algeria,DZA,2007,DZA2007,,0.0164863,12586.5,6.94425,68.333,18.0935706,0.430302816,17.39386451,0.377823959
Algeria,DZA,2008,DZA2008,,0.0020582,12685.3,6.472375,69.462,18.08376669,0.381036785,17.31447776,0.360327654
Algeria,DZA,2009,DZA2009,,-0.0023755,12673.2,6.67575,70.668,18.32226376,0.456578015,17.49916377,0.396650647
Algeria,DZA,2010,DZA2010,,0.0168644,12898.3,6.879125,71.955,18.31164843,0.444219291,17.9188436,0.36900478
Algeria,DZA,2011,DZA2011,,0.0089009,13026.2,7.18025,73.323,18.31386317,0.470211554,17.45936606,0.417167628
Algeria,DZA,2012,DZA2012,,0.013613,13209.2,7.384125,74.77,18.31702367,0.399844469,17.80245833,0.352843438
Algeria,DZA,2013,DZA2013,,0.0079384,13313.6,7.58825,76.28,17.88395813,0.47017414,17.31966037,0.404043243
Algeria,DZA,2014,DZA2014,,,13553.9,7.681625,77.848,18.69707839,0.350648792,18.08502537,0.368129176
Algeria,DZA,2015,DZA2015,,,13822.6,7.67825,79.458,18.53863537,0.3558352,17.85103987,0.313374115
Algeria,DZA,2016,DZA2016,,,,7.67475,81.102,18.75042748,0.327544289,18.33767746,0.316341549
Algeria,DZA,2017,DZA2017,,,,7.768875,82.778,18.65481189,0.334535372,18.26432006,0.27407769
Algeria,DZA,2018,DZA2018,,,,7.765875,84.457,18.13769738,0.454460648,17.54524009,0.446484193
Algeria,DZA,2019,DZA2019,,,,7.762875,86.108,18.33350143,0.379427849,18.00611887,0.36305826
Andorra,AND,1990,AND1990,,,15679.2,,,8.539285714,0.915171428,5.181435317,0.903472424
Andorra,AND,1991,AND1991,,,15867.8,,,7.710714286,0.996142857,4.307850558,0.842360258
Andorra,AND,1992,AND1992,,,15959.5,,,7.783333333,1.235071429,4.334642042,1.111629248
Andorra,AND,1993,AND1993,,,15873.9,,,7.570238095,1.101671429,4.458860858,0.843972921
Andorra,AND,1994,AND1994,,,16270.8,,,8.8,0.831842857,5.562679967,0.844232798
Andorra,AND,1995,AND1995,,,16653.5,,,8.647619048,0.811571429,4.790914142,0.863669634
Andorra,AND,1996,AND1996,,,16939.8,,,8.025,1.442914286,3.979475492,1.216500282
Andorra,AND,1997,AND1997,,,16181.1,,,9.14047619,1.124942857,5.687813908,0.884824753
Andorra,AND,1998,AND1998,,,15820,,,8.394047619,0.817114286,4.883442592,0.904331923
Andorra,AND,1999,AND1999,,,16254,,,8.603571429,1.060285714,4.338105367,0.912316322
Andorra,AND,2000,AND2000,,,17880.9,9.9,0.0654,8.811904762,0.986771429,5.032222583,0.848284006
Andorra,AND,2001,AND2001,,,21098.1,9.9,0.0673,8.491666667,0.821628571,4.610737542,0.793853283
Andorra,AND,2002,AND2002,,,24135.2,9.9,0.07,8.697619048,1.214357143,4.830205108,1.100848913
Andorra,AND,2003,AND2003,,,25221.5,10.1,0.0732,8.982142857,1.147371428,5.146838983,1.128540039
Andorra,AND,2004,AND2004,,,22586.4,10.5,0.0762,8.417857143,1.073028571,4.4826082,0.877539635
Andorra,AND,2005,AND2005,,,36514.7,9.9,0.0789,7.977380952,0.864057143,4.158838308,0.931982994
Andorra,AND,2006,AND2006,,,40200.7,10.2,0.081,9.026190476,0.7952,5.782585825,0.761370182
Andorra,AND,2007,AND2007,,,39996.8,10.3,0.0827,8.414285714,0.837757143,5.162808558,0.804576635
Andorra,AND,2008,AND2008,,,42255.4,10.3,0.0839,8.29047619,1.071157143,4.574853542,1.138060093
Andorra,AND,2009,AND2009,,,43949.4,10.3,0.0845,8.804761905,0.816814286,5.158211858,0.994831324
Andorra,AND,2010,AND2010,,,40712,10.4,0.0844,7.698809524,0.980271429,3.702830675,0.977531433
Andorra,AND,2011,AND2011,,,35008.9,10.4,0.0837,9.157142857,0.986114286,5.867022451,0.882734537
Andorra,AND,2012,AND2012,,,34871.1,10.4,0.0824,8.54047619,0.787085714,4.938898129,0.876650333
Andorra,AND,2013,AND2013,,,34670.8,10.5,0.0808,8.204761905,1.152371429,4.067800564,1.236516714
Andorra,AND,2014,AND2014,,,35097.1,10.5,0.0792,9.39047619,1.184885714,5.174027167,1.093718767
Andorra,AND,2015,AND2015,,,35599.7,10.6,0.078,9.153571429,0.844,5.788222673,0.887783051
Andorra,AND,2016,AND2016,,,,10.6,0.0773,9.035714286,0.890942857,5.415933651,0.915348053
Andorra,AND,2017,AND2017,,,,10.5,0.077,8.955952381,0.8913,5.719764964,0.929698944
Andorra,AND,2018,AND2018,,,,10.5,0.077,9.357142857,1.383971429,5.183867815,1.262814522
Andorra,AND,2019,AND2019,,,,10.5,0.0771,9.242857143,1.054628572,5.762715912,0.950470924
Angola,AGO,1990,AGO1990,,-0.0307435,4806.4,,,22.01391417,1.018870369,22.63308267,1.135690026
Angola,AGO,1991,AGO1991,,-0.0424642,4606.2,,,21.90360214,1.053311138,22.46262378,1.069796667
Angola,AGO,1992,AGO1992,,-0.1038261,4152,,,21.88975119,0.912385419,22.23303186,1.077772095
Angola,AGO,1993,AGO1993,,-0.316712,3024.9,,,21.90241896,0.989075518,22.42941701,1.12657963
Angola,AGO,1994,AGO1994,,0.0022752,3031.4,,,21.89212869,1.006995382,22.42336847,1.112129315
Angola,AGO,1995,AGO1995,,0.0686194,3245.5,,,22.13486958,0.978956383,22.6894017,0.988539445
Angola,AGO,1996,AGO1996,,0.077898,3506.2,,,21.91842761,0.982494897,22.59808645,0.993591496
Angola,AGO,1997,AGO1997,,0.0491394,3679.9,,,22.05304023,1.05433395,22.57824912,1.063657979
Angola,AGO,1998,AGO1998,,0.0391305,3823.4,,,22.42004448,1.038868019,23.17518537,1.152732629
Angola,AGO,1999,AGO1999,,0.0038824,3835.3,3.147473684,31.7316,21.92047826,1.070666488,22.37691869,1.250490154
Angola,AGO,2000,AGO2000,,-0.000529,3831,3.147473684,32.7895,21.95373921,1.025237741,22.34067953,1.032038852
Angola,AGO,2001,AGO2001,,0.0088182,3863.4,3.147473684,33.8905,22.15072956,1.012769354,22.37406923,1.08203789
Angola,AGO,2002,AGO2002,,0.0952098,3473.2,3.147473684,35.0367,22.22889732,1.050242784,22.49330639,1.23930109
Angola,AGO,2003,AGO2003,,0.0158698,3528,3.147473684,36.2439,22.26179886,1.026840327,22.67332553,1.148085814
Angola,AGO,2004,AGO2004,,0.0678763,3775.2,3.147473684,37.516,22.11079106,1.049423594,22.40094989,1.125566835
Angola,AGO,2005,AGO2005,,0.1328146,4310.8,3.147473684,38.868,22.33920713,0.999910329,22.7284751,1.15486748
Angola,AGO,2006,AGO2006,,0.1540862,5028.2,3.219157895,40.3,22.0232014,1.088223604,22.31282745,1.176574075
Angola,AGO,2007,AGO2007,,0.1697998,5957.8,3.219157895,41.81,21.99607743,1.049599202,22.56230726,1.153435231
Angola,AGO,2008,AGO2008,,0.0960216,6556,3.290736842,43.39,21.9463647,1.072661463,22.44930514,1.077887711
Angola,AGO,2009,AGO2009,,-0.0090385,6492.4,3.362210526,45.027,22.07750634,1.071090278,22.72087047,1.123659067
Angola,AGO,2010,AGO2010,,0.0011492,6492.2,3.362210526,46.713,22.25007639,1.036166424,22.84521421,1.116419059
Angola,AGO,2011,AGO2011,,0.0066516,6524.5,3.362210526,48.442,21.86001379,1.021212012,22.33819203,1.172195523
Angola,AGO,2012,AGO2012,,0.0193623,6636,3.539473684,50.215,21.91796191,1.058867475,22.6285043,0.991302032
Angola,AGO,2013,AGO2013,,0.0089993,6857.7,3.723210526,52.032,21.99971675,0.976692133,22.77281596,1.0337576
Angola,AGO,2014,AGO2014,,,6956,3.835578947,53.884,21.99677729,1.006649485,22.68606646,1.079478657
Angola,AGO,2015,AGO2015,,,6937,4.030789474,55.771,22.07352052,0.957243892,22.89199871,1.153885403
Angola,AGO,2016,AGO2016,,,,4.232894737,57.683,22.36001018,0.982356261,23.14740969,1.213504102
Angola,AGO,2017,AGO2017,,,,4.232894737,59.635,22.16306604,0.989372242,23.00769762,1.003428666
Angola,AGO,2018,AGO2018,,,,4.316,61.62,22.15122384,1.028828016,22.94101418,1.151375261
Angola,AGO,2019,AGO2019,,,,4.316,63.651,22.17775702,1.053226841,23.37031218,1.134892163
Antigua and Barbuda,ATG,1990,ATG1990,,0.0261174,17153.7,,,26.48055556,1.295,25.99044189,0.911585212
Antigua and Barbuda,ATG,1991,ATG1991,,0.0120194,17361.1,,,26.54583333,1.151566667,25.92594555,0.674466014
Antigua and Barbuda,ATG,1992,ATG1992,,-0.0077964,17226.3,,,26.45555556,1.513816667,26.03143208,0.799407125
Antigua and Barbuda,ATG,1993,ATG1993,,0.0301441,17753.5,,,26.68611111,1.125683333,26.04152324,0.799318075
Antigua and Barbuda,ATG,1994,ATG1994,,0.0357558,18399.8,,,26.5,1.003533333,25.91260428,0.617495656
Antigua and Barbuda,ATG,1995,ATG1995,,-0.069339,17167.2,,,26.67638889,1.178333333,26.33306528,1.067957878
Antigua and Barbuda,ATG,1996,ATG1996,,0.0378595,17829.6,,,26.41527778,1.329716667,25.89743194,1.03238368
Antigua and Barbuda,ATG,1997,ATG1997,,0.0198084,18186.3,,,26.56388889,1.166966667,26.2777598,0.737605214
Antigua and Barbuda,ATG,1998,ATG1998,,0.0161711,18482.8,,,26.98055556,1.482116667,26.59705758,1.187241793
Antigua and Barbuda,ATG,1999,ATG1999,,0.0159617,18780.1,,,26.48333333,1.275883333,26.09405163,1.109618068
Antigua and Barbuda,ATG,2000,ATG2000,,0.028828,19318.7,,,26.30138889,1.014933333,25.95281371,0.718366385
Antigua and Barbuda,ATG,2001,ATG2001,,-0.0486049,18388.1,,,26.67361111,1.2356,26.28117269,0.677775383
Antigua and Barbuda,ATG,2002,ATG2002,,0.0152309,18675.6,,,26.79722222,1.2501,26.34053192,0.716205716
Antigua and Barbuda,ATG,2003,ATG2003,,0.0529036,19566.3,,,26.72361111,1.261783333,26.40458578,0.875631809
Antigua and Barbuda,ATG,2004,ATG2004,,0.0379464,20395.5,,,26.45277778,1.529116667,26.09501291,1.414389014
Antigua and Barbuda,ATG,2005,ATG2005,,0.0490406,21414.2,9.1,0.0815,26.85416667,1.583116667,26.53891143,1.242121696
Antigua and Barbuda,ATG,2006,ATG2006,,0.1161014,24016.3,9.2,0.0827,26.66388889,1.536283333,26.37662405,1.011734009
Antigua and Barbuda,ATG,2007,ATG2007,,0.0741458,26007.8,9.2,0.084,26.6375,1.223633333,26.39981996,0.925071955
Antigua and Barbuda,ATG,2008,ATG2008,,-0.0106211,25735.7,9.3,0.0854,26.32916667,1.583233333,25.95165914,0.945134997
Antigua and Barbuda,ATG,2009,ATG2009,,-0.1392662,22389,9.3,0.0867,26.76666667,1.0456,26.18123272,0.870545745
Antigua and Barbuda,ATG,2010,ATG2010,,-0.0852257,20567.4,9.2,0.088,27.0375,1.476,26.78804932,1.276666284
Antigua and Barbuda,ATG,2011,ATG2011,,-0.0307421,19987.9,9,0.0893,26.61805556,1.379083333,26.22167613,1.344342947
Antigua and Barbuda,ATG,2012,ATG2012,,0.022237,20577.3,9,0.0904,26.78055556,1.173066667,26.28728892,1.043184638
Antigua and Barbuda,ATG,2013,ATG2013,,-0.0037684,20297.3,9.1,0.0915,26.82361111,1.20455,26.19992981,0.943168998
Antigua and Barbuda,ATG,2014,ATG2014,,,21061.9,9.1,0.0926,26.84861111,1.254733333,26.16899007,0.87900877
Antigua and Barbuda,ATG,2015,ATG2015,,,21615.3,9.2,0.0936,27.02916667,0.782066667,26.434493,0.677644014
Antigua and Barbuda,ATG,2016,ATG2016,,,,9.2,0.0945,27.01388889,1.294416667,26.50444946,1.014667749
Antigua and Barbuda,ATG,2017,ATG2017,,,,9.3,0.0954,26.87638889,1.363633333,26.36251984,1.051141024
Antigua and Barbuda,ATG,2018,ATG2018,,,,9.3,0.0963,26.54583333,1.184483333,26.14814657,0.740592718
Antigua and Barbuda,ATG,2019,ATG2019,,,,9.3,0.0971,26.94583333,1.2132,26.45856883,0.720187664
Argenti,ARG,1990,ARG1990,,-0.03831,163162,7.90725,65.237,16.75479434,0.825398709,16.3228426,1.10153035
Argenti,ARG,1991,ARG1991,,0.1055819,182114.4,8.00725,66.158,16.96083968,0.801573847,16.20395969,1.158078419
Argenti,ARG,1992,ARG1992,0.12447834,0.0994171,200336.9,8.00725,67.058,16.50083579,0.875562145,15.67057586,1.133094813
Argenti,ARG,1993,ARG1993,0.182433128,0.0443159,211811.4,8.107333333,67.941,16.81357284,0.715128649,16.06540735,1.005729048
Argenti,ARG,1994,ARG1994,0.086018721,0.0439257,223397.3,8.207833333,68.806,17.53018611,0.71424779,16.78027959,0.978062557
Argenti,ARG,1995,ARG1995,0.004335668,-0.0413973,220127.8,8.307666667,69.656,16.88449331,0.590235472,16.58735091,0.68048402
Argenti,ARG,1996,ARG1996,0.016231378,0.0414992,231428.8,8.50825,70.491,16.79242634,0.780856352,16.51665124,1.008058183
Argenti,ARG,1997,ARG1997,0.054341984,0.065961,245559.2,8.608,71.314,17.38060811,0.766148862,16.97773572,1.044145358
Argenti,ARG,1998,ARG1998,0.010658789,0.0261198,246772.5,8.807666667,72.127,16.70661882,0.78665542,16.22450712,1.046988743
Argenti,ARG,1999,ARG1999,-0.036622477,-0.0456003,242477.7,8.908583333,72.932,16.5156138,0.746566238,16.16621672,0.985002649
Argenti,ARG,2000,ARG2000,0.012457275,-0.0185049,252173.6,9.108083333,73.743,16.35411074,0.864856477,15.80207134,1.14758954
Argenti,ARG,2001,ARG2001,-0.065553466,-0.0550741,240658.3,9.108083333,74.552,17.03565062,0.848636229,16.51901683,1.091543785
Argenti,ARG,2002,ARG2002,-0.830468893,-0.1248064,248148.3,9.208916667,75.363,16.81690367,0.914969788,16.46618356,1.12529398
Argenti,ARG,2003,ARG2003,0.19932584,0.0756107,265303.4,9.308833333,76.178,17.10554086,0.72413696,16.91600979,0.908189586
Argenti,ARG,2004,ARG2004,0.16064974,0.0775771,290647.5,9.208916667,76.983,16.9778405,0.676265011,16.73374949,0.824519594
Argenti,ARG,2005,ARG2005,0.160025056,0.0791849,324626.9,9.108083333,77.785,16.77228395,0.674402808,16.52143525,0.862652107
Argenti,ARG,2006,ARG2006,0.126008097,0.0715387,358581.6,10.31025,78.58,17.35950294,0.700984503,17.24085715,0.871758588
Argenti,ARG,2007,ARG2007,0.170004402,,393014.7,10.31025,79.37,16.29645045,0.720991183,16.05875091,0.944743179
Argenti,ARG,2008,ARG2008,0.174717108,,408440.6,10.31025,80.159,17.08150996,0.623918931,16.94424271,0.773245649
Argenti,ARG,2009,ARG2009,-0.060597817,,407157,10.31025,80.965,17.24935536,0.644237964,17.19270588,0.796476873
Argenti,ARG,2010,ARG2010,0.141634421,,446054.8,10.31025,81.576,16.72102026,0.670577119,16.36232222,0.831192818
Argenti,ARG,2011,ARG2011,0.175213814,,487941.7,10.31025,82.523,16.94041741,0.681349387,16.57907977,0.79755229
Argenti,ARG,2012,ARG2012,0.065515865,,495102.3,10.41075,83.467,17.49114286,0.74022359,17.26028265,0.888979863
Argenti,ARG,2013,ARG2013,0.019899654,,510847.2,10.41075,84.406,17.17486938,0.613959147,17.05869189,0.711706577
Argenti,ARG,2014,ARG2014,,,514912,10.41075,85.342,17.30207724,0.84466773,16.92925953,1.010249894
Argenti,ARG,2015,ARG2015,,,500184.2,10.41075,86.264,17.39312094,0.795580608,17.02181512,0.978197742
Argenti,ARG,2016,ARG2016,,,,10.50933333,87.18,16.70903503,0.805538871,16.40401086,0.956381253
Argenti,ARG,2017,ARG2017,,,,10.60958333,88.089,17.43096912,0.753468517,17.10045173,0.945988262
Argenti,ARG,2018,ARG2018,,,,10.60958333,88.989,17.07761442,0.716273495,16.95387789,0.862498163
Argenti,ARG,2019,ARG2019,,,,10.91058333,89.876,17.04436212,0.737290338,16.9256991,0.843403473
Armenia,ARM,1990,ARM1990,,,3735.5,9.819833333,7.0774,7.423926767,0.434126515,6.487899991,0.749840951
Armenia,ARM,1991,ARM1991,,-0.1151386,3329.3,9.916916667,7.0107,7.446780303,0.481390152,6.428413727,0.760161638
Armenia,ARM,1992,ARM1992,,-0.5233527,1972.7,9.916916667,6.8866,5.829734848,0.526471212,4.330794088,0.771567899
Armenia,ARM,1993,ARM1993,,-0.0687026,1841.7,10.01416667,6.726,6.178093434,0.476817424,5.0493766,0.784532014
Armenia,ARM,1994,ARM1994,,0.0765379,1988.2,10.11191667,6.5675,7.288699495,0.534131818,6.338319501,0.822779869
Armenia,ARM,1995,ARM1995,,0.0872276,2169.4,10.11191667,6.4353,7.859217172,0.43710303,6.73840993,0.661045335
Armenia,ARM,1996,ARM1996,,0.0725531,2332.7,10.20908333,6.3363,8.011868687,0.435840909,6.885716235,0.702189608
Armenia,ARM,1997,ARM1997,,0.0440079,2437.6,10.30658333,6.2667,7.315467172,0.473399242,6.068010841,0.734061724
Armenia,ARM,1998,ARM1998,,0.0783598,2636.3,10.40491667,6.2172,8.413888889,0.429273485,7.446104552,0.673395335
Armenia,ARM,1999,ARM1999,,0.038634,2740.2,10.40491667,6.1778,8.534785354,0.437059091,7.392821435,0.769939554
Armenia,ARM,2000,ARM2000,,0.0630697,2918.6,10.50008333,6.1394,8.061237374,0.381184849,6.912565247,0.600540952
Armenia,ARM,2001,ARM2001,,0.0965316,3214.3,10.39616667,6.1012,8.697664142,0.44362803,7.490763177,0.70928989
Armenia,ARM,2002,ARM2002,,0.1281086,3653.4,10.48566667,6.068,7.604671717,0.607980303,6.502327973,0.892774356
Armenia,ARM,2003,ARM2003,,0.1349928,4181.2,10.47716667,6.0358,7.661742424,0.648370455,6.156808538,0.845905459
Armenia,ARM,2004,ARM2004,,0.1029791,4634.8,10.47041667,6.0026,7.817108586,0.547998485,6.300693202,0.760551384
Armenia,ARM,2005,ARM2005,,0.1334039,5296.8,10.55966667,5.9634,7.871527778,0.581856061,6.650902628,0.843024083
Armenia,ARM,2006,ARM2006,,0.1279585,6021.4,10.55208333,5.9141,8.156881313,0.522546212,7.230836597,0.746504505
Armenia,ARM,2007,ARM2007,,0.1331741,6881.4,10.64041667,5.8677,7.454482324,0.650565152,6.280031413,0.871859471
Armenia,ARM,2008,ARM2008,,0.0708776,7388.6,10.634,5.8153,7.783712121,0.443232576,6.73602563,0.699222341
